Provider,PotentialFraud,Age,NumPhysiciansSeen,NumProcedures,NumDiagnosisClaims,InscClaimAmtReimbursed,DeductibleAmtPaid,NoOfMonths_PartACov,NoOfMonths_PartBCov,IPAnnualReimbursementAmt,IPAnnualDeductibleAmt,OPAnnualReimbursementAmt,OPAnnualDeductibleAmt,ChronicCond_Alzheimer,ChronicCond_Heartfailure,ChronicCond_KidneyDisease,ChronicCond_Cancer,ChronicCond_ObstrPulmonary,ChronicCond_Depression,ChronicCond_Diabetes,ChronicCond_IschemicHeart,ChronicCond_Osteoporasis,ChronicCond_rheumatoidarthritis,ChronicCond_stroke
PRV51151,False,73.97424892703863,1.4163090128755365,0.060085836909871244,3.390557939914163,863.9484978540772,100.42241379310344,11.896995708154506,12.0,5334.50643776824,692.7381974248927,2602.489270386266,779.0128755364807,106,139,105,35,86,116,160,179,70,71,26
PRV51152,False,73.6987951807229,1.2289156626506024,0.0,2.963855421686747,310.48192771084337,6.024096385542169,11.710843373493976,12.0,4607.951807228916,527.566265060241,2278.0722891566265,681.2048192771084,41,46,43,1,31,48,63,56,22,25,13
PRV51153,False,73.14942528735632,1.367816091954023,0.05747126436781609,2.9080459770114944,821.7241379310345,56.3448275862069,11.862068965517242,12.0,7159.080459770115,587.6781609195402,1649.8850574712644,477.35632183908046,29,49,33,11,28,48,59,63,30,28,7
PRV51154,False,75.0,1.2111801242236024,0.0,2.6459627329192545,284.16149068322983,4.906832298136646,12.0,12.0,3420.6832298136646,406.50931677018633,2089.503105590062,581.2422360248447,66,98,57,23,48,76,111,106,57,60,18
PRV51155,False,73.43478260869566,1.1391304347826088,0.0,2.7217391304347824,228.95652173913044,1.391304347826087,12.0,11.939130434782609,4628.782608695652,423.96521739130435,1714.0,437.6521739130435,52,61,36,20,31,46,76,76,31,34,10
PRV51156,False,73.88929889298893,1.2749077490774907,0.0,2.6457564575645756,259.48339483394835,3.1734317343173433,11.977859778597786,12.0,4754.354243542435,476.0369003690037,2352.361623616236,671.1439114391144,189,296,186,79,178,220,361,387,172,172,43
PRV51159,True,74.54657293497364,1.390158172231986,0.07381370826010544,3.342706502636204,1402.091388400703,123.81370826010544,11.85237258347979,11.9103690685413,5588.945518453427,676.6115992970123,2153.3567662565906,575.5114235500879,230,310,211,92,177,233,389,411,182,173,63
PRV51160,False,73.9298245614035,1.6754385964912282,0.5877192982456141,7.535087719298246,7649.298245614035,843.3333333333334,11.789473684210526,12.0,14306.842105263158,1529.017543859649,1838.859649122807,566.8421052631579,53,81,70,28,58,52,86,86,45,43,23
PRV51164,False,73.64450127877238,1.3759590792838874,0.06649616368286446,3.370843989769821,1424.5012787723786,113.93350383631713,11.938618925831202,11.966751918158568,5663.657289002557,641.6368286445013,2515.6010230179027,726.0358056265985,131,238,152,51,124,174,260,299,118,121,40
PRV51165,False,75.53061224489795,1.5510204081632653,0.2653061224489796,4.673469387755102,3364.285714285714,286.61224489795916,11.877551020408163,11.857142857142858,6605.6122448979595,655.5102040816327,2340.408163265306,657.8571428571429,42,53,41,11,30,43,68,70,34,21,14
PRV51166,False,72.0,1.2,0.2,3.8,4974.0,213.6,12.0,12.0,7200.0,427.2,2602.0,650.0,1,3,1,1,1,1,5,2,1,3,0
PRV51167,False,74.7,1.394736842105263,0.0,2.8789473684210525,273.57894736842104,2.1578947368421053,11.926315789473684,11.905263157894737,4541.8421052631575,471.09473684210525,1847.4736842105262,587.9473684210526,80,105,74,34,57,81,139,151,54,53,13
PRV51168,False,73.8735632183908,1.4597701149425288,0.06896551724137931,3.0344827586206895,924.9425287356322,112.4367816091954,12.0,11.862068965517242,4970.574712643678,527.8620689655172,2257.1264367816093,573.9080459770115,38,53,31,11,24,33,58,68,31,31,6
PRV51169,False,75.16883116883118,1.3376623376623376,0.0,2.935064935064935,251.6883116883117,0.6493506493506493,12.0,11.987012987012987,3497.012987012987,455.94805194805195,3164.025974025974,873.2467532467532,32,44,33,9,20,36,52,53,31,24,10
PRV51170,True,73.25,1.4375,0.5,5.875,9113.75,534.0,11.25,12.0,14669.375,1393.25,1305.625,362.5,8,9,8,1,9,8,14,10,5,8,3
PRV51171,False,73.37288135593221,1.2881355932203389,0.0,2.7796610169491527,234.23728813559322,3.389830508474576,11.796610169491526,11.966101694915254,5506.271186440678,624.3389830508474,2405.2542372881358,796.1016949152543,23,39,29,9,19,22,40,42,19,14,7
PRV51173,True,73.63636363636364,1.6363636363636365,0.36363636363636365,4.318181818181818,4376.818181818182,348.90909090909093,12.0,11.818181818181818,9195.454545454546,922.3636363636364,4183.181818181818,1070.4545454545455,6,10,8,2,6,11,18,11,3,8,3
PRV51175,False,72.07317073170732,1.2439024390243902,0.0,2.707317073170732,235.3658536585366,2.1951219512195124,12.0,12.0,3824.390243902439,468.8780487804878,1798.0487804878048,558.0487804878048,22,27,20,6,11,21,27,35,6,14,5
PRV51176,False,73.3505617977528,1.456179775280899,0.0,2.6853932584269664,328.0449438202247,1.9550561797752808,12.0,11.919101123595505,4759.258426966292,482.9752808988764,2873.303370786517,826.561797752809,194,263,176,60,138,202,312,341,155,131,52
PRV51178,True,71.52307692307693,1.476923076923077,0.4153846153846154,5.876923076923077,6633.538461538462,563.1076923076923,11.815384615384616,11.938461538461539,13125.23076923077,1390.7692307692307,2757.076923076923,759.8461538461538,31,44,32,10,28,27,42,46,21,17,6
PRV51179,False,70.65384615384616,1.4230769230769231,0.0,3.3846153846153846,192.30769230769232,0.0,12.0,12.0,7808.461538461538,492.9230769230769,2876.923076923077,657.3076923076923,12,15,12,2,8,12,15,13,7,10,3
PRV51180,False,74.43410852713178,1.0,0.007751937984496124,2.9224806201550386,730.5426356589147,18.728682170542637,12.0,11.906976744186046,3145.3488372093025,480.1860465116279,2314.263565891473,621.3178294573644,46,78,57,12,42,51,83,93,52,44,11
PRV51181,False,77.9,1.6,0.0,2.0,215.0,0.0,12.0,12.0,11294.0,854.4,1753.0,774.0,4,6,4,2,4,4,8,8,1,4,2
PRV51183,False,73.73451327433628,1.407079646017699,0.21238938053097345,4.814159292035399,3148.5840707964603,382.05357142857144,12.0,11.893805309734514,8677.699115044248,878.9734513274336,2261.504424778761,611.858407079646,36,65,52,15,39,55,81,85,38,37,17
PRV51185,False,73.5,1.125,0.0,2.125,198.75,0.0,12.0,12.0,1805.0,400.5,1481.25,856.25,2,4,3,1,1,3,6,4,2,4,1
PRV51186,False,74.5,1.0,0.0,4.5,50.0,0.0,12.0,12.0,0.0,0.0,140.0,45.0,1,0,1,0,0,1,1,1,0,1,0
PRV51189,False,73.625,1.0892857142857142,0.0,3.107142857142857,156.07142857142858,4.285714285714286,11.982142857142858,12.0,4342.5,343.2857142857143,1620.892857142857,470.5357142857143,14,33,18,8,11,24,35,31,20,12,5
PRV51190,False,73.9090909090909,1.2121212121212122,0.030303030303030304,2.8333333333333335,595.6060606060606,53.54545454545455,12.0,12.0,2953.030303030303,315.030303030303,1981.2121212121212,652.2727272727273,32,42,26,14,24,36,41,50,21,27,4
PRV51191,False,71.5625,1.53125,0.0,3.0,343.4375,2.8125,12.0,12.0,3320.625,433.875,2737.5,863.125,11,13,11,4,6,11,19,22,13,5,2
PRV51194,False,72.77777777777777,1.0,0.1111111111111111,3.888888888888889,2060.0,237.33333333333334,12.0,12.0,3560.0,474.6666666666667,1135.5555555555557,415.55555555555554,4,4,2,1,3,4,6,4,2,2,0
PRV51196,False,75.21805555555555,0.9944444444444445,0.0,2.826388888888889,273.69444444444446,2.4305555555555554,11.983333333333333,11.990277777777777,3670.3055555555557,455.81666666666666,2181.8194444444443,662.8333333333334,244,384,252,106,205,289,501,544,202,235,64
PRV51198,False,79.83333333333333,1.0,0.0,1.6666666666666667,60.0,5.0,12.0,12.0,2361.6666666666665,356.0,628.3333333333334,626.6666666666666,0,1,0,1,1,2,4,1,0,1,0
PRV51200,False,70.94736842105263,1.105263157894737,0.0,3.1052631578947367,232.6315789473684,0.0,12.0,12.0,2652.6315789473683,353.05263157894734,1578.9473684210527,534.2105263157895,7,13,2,3,5,8,14,17,11,5,1
PRV51201,False,74.02222222222223,1.3333333333333333,0.0,2.7555555555555555,236.88888888888889,1.1111111111111112,12.0,11.977777777777778,7034.222222222223,883.7333333333333,2593.777777777778,701.5555555555555,17,28,20,5,14,15,32,34,16,12,3
PRV51202,False,70.75,1.0,0.0,2.1666666666666665,417.5,0.0,12.0,12.0,5002.5,267.0,7299.166666666667,1990.0,7,8,4,1,1,3,9,10,3,4,0
PRV51203,False,66.9047619047619,1.0952380952380953,0.0,2.7142857142857144,730.4761904761905,3.8095238095238093,12.0,12.0,4085.714285714286,305.14285714285717,3174.7619047619046,952.8571428571429,8,12,6,6,3,7,14,15,5,7,3
PRV51204,False,73.39679358717434,1.248496993987976,0.0,2.7394789579158316,310.9819639278557,1.2024048096192386,11.927855711422845,11.97194388777555,4828.356713426853,555.7675350701403,2439.438877755511,689.8597194388777,177,269,181,74,131,195,324,362,165,151,48
PRV51205,False,75.3,1.2,0.0,3.2,466.0,7.0,12.0,12.0,4000.0,427.2,3035.0,1051.0,3,4,5,3,4,3,6,6,5,4,0
PRV51206,False,75.1,1.6,0.0,2.3,156.0,0.0,12.0,12.0,13962.0,534.0,1857.0,439.0,3,7,5,1,3,6,7,6,5,4,0
PRV51207,False,70.0,1.3333333333333333,1.0,8.666666666666666,17000.0,1068.0,12.0,12.0,47493.333333333336,2492.0,583.3333333333334,30.0,2,2,1,1,1,1,1,2,1,0,1
PRV51209,False,74.14285714285714,1.0,0.0,2.619047619047619,235.95238095238096,4.0476190476190474,12.0,11.714285714285714,3284.5238095238096,584.8571428571429,2213.095238095238,625.952380952381,15,27,12,4,16,20,25,29,18,14,6
PRV51210,False,81.11111111111111,1.0,0.0,2.0,321.1111111111111,0.0,12.0,12.0,1351.111111111111,356.0,2210.0,426.6666666666667,4,4,2,2,2,3,7,5,2,0,0
PRV51211,False,71.5,1.0,0.0,2.0,50.0,0.0,12.0,12.0,0.0,0.0,1390.0,495.0,2,1,0,1,1,1,0,1,0,1,0
PRV51212,False,72.13333333333334,1.0666666666666667,0.0,3.6,417.3333333333333,4.666666666666667,12.0,11.466666666666667,6700.0,772.0,2342.0,526.0,5,7,8,3,5,7,13,13,6,8,1
PRV51213,False,73.5,1.0,0.0,2.0,25.0,0.0,12.0,12.0,0.0,0.0,1140.0,110.0,0,0,0,0,2,0,1,2,1,1,0
PRV51214,False,70.5,1.0,0.0,4.375,400.0,0.0,12.0,12.0,6503.75,934.5,1577.5,853.75,4,4,3,0,2,7,4,7,2,1,1
PRV51215,False,81.6,1.0,0.0,2.4,161.0,0.0,12.0,12.0,5420.0,427.2,3785.0,863.0,2,7,3,0,3,5,7,9,1,2,2
PRV51216,False,73.94366197183099,1.0140845070422535,0.0,2.563380281690141,219.1549295774648,8.028169014084508,12.0,12.0,3978.450704225352,502.4788732394366,3461.2676056338028,930.0,24,36,26,13,21,29,51,52,24,20,5
PRV51217,False,71.2,1.0,0.0,2.2,586.0,0.0,12.0,12.0,0.0,0.0,5594.0,1560.0,3,2,2,0,1,2,2,3,1,1,0
PRV51218,False,63.42857142857143,1.0,0.0,2.4285714285714284,74.28571428571429,0.0,12.0,12.0,585.7142857142857,152.57142857142858,511.42857142857144,251.42857142857142,3,3,3,2,1,3,1,5,2,1,0
PRV51219,False,71.75,1.0,0.0,2.375,666.25,0.0,12.0,12.0,390.0,267.0,1485.0,200.0,3,4,6,1,3,4,4,6,1,3,0
PRV51221,False,80.0,1.0,0.0,1.0,70.0,0.0,12.0,12.0,0.0,0.0,240.0,150.0,0,1,0,0,1,1,0,1,1,0,0
PRV51222,False,75.8,1.0,0.0,2.2,172.0,0.0,12.0,12.0,24600.0,640.8,1882.0,300.0,0,3,3,0,0,3,4,1,0,3,0
PRV51224,False,76.71428571428571,1.0,0.0,2.5714285714285716,447.14285714285717,0.0,10.285714285714286,10.285714285714286,2828.5714285714284,2019.4285714285713,1711.4285714285713,248.57142857142858,3,5,3,1,2,3,3,2,2,3,1
PRV51225,False,74.375,1.0,0.0,2.375,148.75,0.0,12.0,12.0,4530.0,400.5,1111.25,543.75,1,3,1,1,1,2,5,6,5,2,0
PRV51226,False,76.15,1.35,0.0,2.55,371.5,13.5,12.0,12.0,1020.0,213.6,1575.5,430.5,4,13,5,4,5,6,13,16,6,3,1
PRV51228,False,69.8,1.0,0.0,3.6,86.0,14.0,12.0,12.0,10248.0,427.2,456.0,412.0,0,1,1,2,0,1,3,3,1,2,0
PRV51229,False,73.40425531914893,1.0212765957446808,0.0,2.4680851063829787,264.0425531914894,2.3404255319148937,11.74468085106383,11.97872340425532,2458.936170212766,340.8510638297872,1232.5531914893618,381.48936170212767,23,23,12,7,14,13,28,32,11,15,6
PRV51230,False,70.93333333333334,1.0333333333333334,0.0,2.6333333333333333,416.3333333333333,0.0,12.0,11.8,7698.0,783.2,2307.6666666666665,679.3333333333334,9,20,16,5,13,13,21,24,7,12,4
PRV51231,False,69.5,2.0,2.0,8.0,8000.0,1068.0,12.0,12.0,28000.0,2670.0,1895.0,110.0,1,2,2,0,2,0,1,2,1,0,0
PRV51232,False,90.0,2.0,1.0,10.0,26000.0,1068.0,12.0,12.0,38360.0,4272.0,3990.0,1200.0,1,1,1,0,1,0,1,1,0,0,1
PRV51233,False,67.66666666666667,1.3333333333333333,0.6666666666666666,6.666666666666667,9000.0,1068.0,12.0,12.0,12673.333333333334,1780.0,623.3333333333334,540.0,2,1,0,1,0,3,1,2,0,0,0
PRV51234,False,71.8,1.0,1.2,9.6,5800.0,1068.0,12.0,12.0,10802.0,1495.2,850.0,202.0,2,1,1,0,2,1,4,3,1,3,0
PRV51235,False,54.5,1.0,0.5,7.5,5000.0,1068.0,12.0,12.0,31400.0,2670.0,220.0,15.0,0,1,1,0,1,2,2,1,0,1,1
PRV51236,False,36.0,1.0,0.0,7.0,12000.0,1068.0,12.0,12.0,12100.0,1068.0,150.0,10.0,1,1,0,1,0,0,0,1,0,0,0
PRV51237,False,91.0,2.0,1.0,4.0,19000.0,1068.0,12.0,12.0,32000.0,3204.0,17640.0,3340.0,1,1,1,0,0,0,1,1,1,1,0
PRV51238,False,74.625,1.5,0.625,9.625,16500.0,1068.0,12.0,12.0,28575.0,1735.5,1385.0,372.5,5,6,6,3,2,6,7,8,2,4,2
PRV51239,False,82.0,1.0,0.0,9.0,5000.0,1068.0,12.0,0.0,5000.0,1068.0,0.0,0.0,1,1,0,0,0,0,1,1,0,0,0
PRV51240,False,71.11666666666666,1.2333333333333334,0.13333333333333333,3.783333333333333,1567.0,196.46666666666667,12.0,12.0,5468.333333333333,534.0,2261.3333333333335,414.8333333333333,17,27,22,8,20,26,40,42,22,16,9
PRV51241,False,74.06666666666666,1.2166666666666666,0.08333333333333333,3.6333333333333333,1503.5,165.6271186440678,12.0,12.0,6805.333333333333,604.0666666666667,1406.3333333333333,385.6666666666667,24,41,25,5,18,32,47,48,21,21,13
PRV51242,True,73.28828828828829,1.3333333333333333,0.08108108108108109,3.3333333333333335,1055.855855855856,100.9090909090909,12.0,12.0,5865.945945945946,596.5405405405405,2725.3153153153153,634.8648648648649,37,75,46,15,35,59,77,84,34,27,10
PRV51243,False,78.5,1.0,0.0,2.388888888888889,175.83333333333334,7.5,12.0,12.0,2000.0,118.66666666666667,1516.111111111111,420.0,19,14,14,6,17,20,22,31,9,12,0
PRV51244,True,72.05583038869258,1.4784452296819788,0.10459363957597173,3.599293286219081,1522.2544169611308,150.18993621545005,11.864310954063605,11.860070671378091,5815.526501766784,631.120848056537,2010.5017667844522,537.0883392226149,550,845,607,181,457,651,989,1063,437,397,134
PRV51245,False,70.38150289017341,1.0578034682080926,0.017341040462427744,3.086705202312139,483.4104046242775,22.63953488372093,12.0,11.982658959537572,4549.479768786127,555.606936416185,5022.023121387283,1441.4450867052024,60,122,71,17,54,109,135,136,56,67,15
PRV51247,False,74.8529411764706,1.2058823529411764,0.20588235294117646,5.147058823529412,2242.3529411764707,294.6060606060606,12.0,12.0,5127.64705882353,1973.4117647058824,1401.1764705882354,396.47058823529414,9,21,14,5,11,13,23,25,7,15,2
PRV51248,False,84.0,1.5,0.5,6.5,11750.0,534.0,12.0,12.0,29540.0,2136.0,550.0,90.0,2,2,2,0,2,1,2,2,0,0,0
PRV51249,True,73.9047619047619,1.3888888888888888,0.25396825396825395,5.285714285714286,4137.539682539683,418.4878048780488,12.0,11.904761904761905,9271.507936507936,1203.6825396825398,1486.7460317460318,402.6190476190476,53,77,45,18,44,57,91,95,46,41,9
PRV51250,False,70.76470588235294,1.4823529411764707,0.0,2.623529411764706,265.4117647058824,3.2941176470588234,11.858823529411765,11.858823529411765,4684.0,411.4823529411765,2157.176470588235,748.7058823529412,31,48,37,8,18,29,59,61,22,23,6
PRV51251,False,71.63636363636364,1.2727272727272727,0.0,4.181818181818182,326.3636363636364,0.0,12.0,12.0,6085.454545454545,776.7272727272727,1620.909090909091,434.54545454545456,3,7,6,3,4,6,7,9,8,2,0
PRV51252,False,70.27586206896552,1.3218390804597702,0.13793103448275862,4.114942528735632,1780.8045977011495,213.4418604651163,11.862068965517242,12.0,5498.9655172413795,670.4827586206897,1552.2988505747126,464.02298850574715,38,52,43,17,33,44,66,64,24,16,8
PRV51253,False,72.16470588235295,1.1294117647058823,0.0,2.8117647058823527,255.76470588235293,3.5294117647058822,12.0,11.8,5337.294117647059,674.0235294117647,2427.764705882353,658.4705882352941,31,60,35,11,34,44,57,71,26,27,9
PRV51255,False,73.3108108108108,1.1486486486486487,0.02702702702702703,2.9864864864864864,548.2432432432432,29.675675675675677,11.837837837837839,12.0,6727.2972972972975,534.0,3022.162162162162,704.5945945945946,32,53,33,14,19,27,50,56,23,16,8
PRV51256,False,72.25263157894737,1.3368421052631578,0.0,2.7157894736842105,405.7894736842105,0.0,11.873684210526315,11.873684210526315,4379.0526315789475,460.9263157894737,1955.8947368421052,584.5263157894736,42,56,32,12,23,40,72,70,37,33,13
PRV51258,False,76.78571428571429,1.2142857142857142,0.5,7.214285714285714,7118.571428571428,624.5714285714286,12.0,12.0,9067.142857142857,915.4285714285714,1420.7142857142858,437.85714285714283,4,9,9,2,5,5,12,13,4,8,2
PRV51259,False,77.19047619047619,1.380952380952381,0.23809523809523808,3.0,7236.190476190476,203.42857142857142,12.0,12.0,18880.0,813.7142857142857,4005.2380952380954,925.7142857142857,6,13,9,0,4,12,17,17,7,5,0
PRV51260,False,69.0,1.1612903225806452,0.03225806451612903,2.935483870967742,1490.1612903225807,51.67741935483871,11.806451612903226,11.806451612903226,5476.935483870968,344.51612903225805,3240.8064516129034,956.4516129032259,20,42,25,8,19,39,44,47,18,21,6
PRV51261,False,72.6056338028169,1.204225352112676,0.14084507042253522,3.7253521126760565,1902.605633802817,192.3404255319149,11.915492957746478,11.985915492957746,8670.633802816901,857.4647887323944,2634.718309859155,674.2957746478874,54,89,66,22,44,70,105,112,54,44,18
PRV51262,False,73.85,1.0833333333333333,0.0,2.683333333333333,271.1666666666667,0.6666666666666666,12.0,12.0,5240.833333333333,534.0,2173.6666666666665,556.6666666666666,31,36,30,13,23,24,46,46,16,18,6
PRV51263,True,72.45454545454545,1.4772727272727273,0.25,5.75,4958.409090909091,438.5,12.0,12.0,9283.636363636364,922.3636363636364,1333.409090909091,449.3181818181818,19,26,16,10,12,19,24,33,9,19,4
PRV51264,False,73.64102564102564,1.2820512820512822,0.0,2.5384615384615383,135.12820512820514,3.076923076923077,11.384615384615385,12.0,1988.4615384615386,750.6666666666666,1793.076923076923,497.43589743589746,13,23,15,6,6,13,19,27,11,12,1
PRV51265,False,69.2375,1.0125,0.00625,3.2,286.0625,4.6875,11.775,12.0,3514.0625,570.1,2219.375,618.875,56,91,62,22,35,67,125,112,52,29,10
PRV51266,False,74.6086956521739,1.3695652173913044,0.043478260869565216,3.597826086956522,1118.4782608695652,107.27472527472527,12.0,12.0,3613.804347826087,532.5217391304348,1841.0869565217392,540.6521739130435,46,53,33,11,34,50,67,72,25,42,5
PRV51267,False,76.57142857142857,1.2142857142857142,0.14285714285714285,4.071428571428571,919.2857142857143,154.71428571428572,12.0,11.142857142857142,6725.714285714285,610.2857142857143,910.0,426.42857142857144,7,9,9,2,8,5,10,12,4,3,1
PRV51271,False,73.13821138211382,1.3902439024390243,0.0,2.910569105691057,351.0569105691057,18.991869918699187,12.0,11.951219512195122,3403.8211382113823,373.3658536585366,1821.4634146341464,517.9674796747968,45,73,39,16,40,63,80,85,41,32,4
PRV51272,False,73.64556962025317,1.4177215189873418,0.0,3.151898734177215,642.5316455696203,34.88607594936709,12.0,12.0,3848.73417721519,527.2405063291139,2275.6962025316457,520.632911392405,51,40,28,4,20,43,51,52,30,20,0
PRV51273,False,73.18444846292948,1.274864376130199,0.0,2.603978300180832,237.50452079566003,2.5316455696202533,11.934900542495479,11.99638336347197,4444.195298372513,361.9240506329114,1848.8969258589511,558.8969258589511,185,322,191,69,173,236,370,409,165,181,38
PRV51274,False,75.36206896551724,1.3448275862068966,0.10344827586206896,3.7413793103448274,3029.655172413793,185.17241379310346,11.793103448275861,12.0,6418.103448275862,566.2068965517242,1336.7241379310344,520.8620689655172,26,32,14,11,13,22,37,40,14,17,4
PRV51276,False,68.86567164179104,1.4328358208955223,0.1044776119402985,3.537313432835821,1999.7014925373135,227.9402985074627,11.82089552238806,11.82089552238806,6958.6567164179105,897.1343283582089,1552.8358208955224,525.5223880597015,19,42,24,13,20,26,49,48,19,26,3
PRV51277,False,73.03389830508475,1.3559322033898304,0.15254237288135594,3.7288135593220337,2393.0508474576272,185.08474576271186,12.0,12.0,7098.813559322034,669.7627118644068,2414.0677966101694,708.1355932203389,24,33,28,4,15,31,42,47,19,21,3
